Nombre,Numero_Expediente,Edad
Susana Balderrama Cabada,8560090351,22
Ernesto Balderrama Ayala,0478276028,22
Alan Cano Ayala,4288889127,25
Alan Verduzco Orozco,0779159608,18
Kim Piña Yanes,5004628813,23
Sebastián Ramirez Rodríguez,6795953307,23
Julio Galaz Cabada,1088668560,24
Socorro Martínez Reza,1038688221,22
José Gutierrez Orozco,8189433777,19
Raquel Rosas Caro,9813134656,19
Mario Verduzco Lobo,4139711306,25
Alberto Reza Arroyo,5348427610,22
Armando García Ramirez,0591878729,20
José Orozco Cano,9774761961,19
José Piña Elías,7935393106,20
Juan Caro Medina,9390295338,18
Ema Ramos Calles,9283097961,20
Mario Vazquez Garza,1316986531,18
Ana Ortiz Medina,3461064206,18
América Almada Calles,0083414995,25
Ernesto Durazo Balderrama,8118437519,19
José Mendez Pulido,3496678308,19
Adán Alemán Arredondo,5071021323,18
Regina Alemán Arvizu,6372155442,21
Regina Aldama Mata,4076229053,25
Carlos Moreno Leo,9330207792,21
José Arroyo Wong,8452991166,24
Sebastián Rosas Cano,7759365444,23
Rosa Jimenez Medina,4203345575,21
Fernanda Garza Durazo,8277804100,23
Karina Elías Ochoa,4161936030,20
Kim Rosas Garza,2980241730,21
Isabel Arredondo Rojas,1327090247,18
César Fernandez Cuevas,0401276336,18
Sebastián Rosas Escalante,8638113477,18
Karla Fernandez Camacho,2457620698,18
César Valenzuela Cano,0858537760,22
Susana Tellez Durazo,2530320256,18
Rafael Pérez Caro,1859404866,22
Susana Monteverde Islas,3551674386,18
Karina Pérez Pérez,5865575519,23
Elvia Moreno Peña,3488695536,20
Armando Chávez Cuevas,6612747897,25
Kevin Almada Espinoza,8025239531,24
Regina Cruz Rodríguez,2589374406,19
Mariana Orozco Rosas,8543617241,21
Luis Cuevas Encinas,3102389305,20
Czarina Leo Fernandez,2168600849,22
Carlos Pino Nuñez,0408924640,24
Luis Rosas Pino,6129669021,24
América Caro Almada,6375832155,20
Fernanda Coronado Rosales,4353928019,23
Ana Valenzuela Elías,7657273585,23
Ana Fernandez Escalante,9681534096,21
Ema Orozco Wong,5830392004,23
Ernesto Coronado Andre,2108552999,21
Mariana Mata Galaz,4537980703,20
Lourdes Cadena Verduzco,2447093188,21
Regina Vazquez Garza,4602454036,23
Julián Encinas Arroyo,8212231951,21
Julián Lobo Encinas,2799452683,19
Kimberly Orozco Alemán,2585713013,22
Teresa Islas Heras,4848608859,22
Teresa Pino Rosas,9049042369,18
Domingo Gutierrez Mata,1903336725,18
Fernanda Ramirez García,4932356507,18
José Piña Encinas,0903641712,18
Kimberly Ramos Durazo,2359121346,20
Mariana Cuevas Rodríguez,5644765653,18
Ana Flores Garza,7928176185,23
Regina Mendoza Balderrama,3507840377,21
Julián Almada Tellez,8809173117,23
Rosa Ochoa Galaz,7425634240,24
Raquel Chávez Ramos,4450489180,18
Ada García Ramos,1317496390,25
Carlos Rodríguez Ramirez,6497730757,25
María Andre Castañeda,1289756654,21
Ernesto Almada Valenzuela,4720498372,22
Sebastián Domínguez Monteverde,7156341327,24
Ernesto Fernandez Verduzco,7821530222,24
Armando Ozuna Jimenez,6949146925,20
Carlos Martínez Cruz,4660911594,22
Regina García Alemán,4816221255,20
Guadalupe Cruz Tellez,1632008543,22
Adán Camacho Arvizu,5114417135,22
Fernanda Rosales Romero,6930830674,25
Alberto Wong Cabada,2192093736,20
América Arroyo Orozco,8686041638,23
Socorro Camacho Camacho,2329491083,19
Ana Pulido Pino,9885339465,20
Ema Ramos Wong,1748546276,22
Mariana Ramirez Cruz,6986737572,25
César Garza Cano,9237042770,18
Julio Orozco Escalante,3374085009,24
Lourdes Ramos Rosas,2510463685,19
Alberto Calles Heras,8047480802,20
María Jimenez Ayala,6984374383,21
Czarina Martínez Reza,7270041564,22
Carlos Domínguez Almada,8317993909,18
Mariana Islas Balderrama,3044765981,23
Julio Yanes Fernandez,6174857750,18
Karla Elías Espinoza,0775622773,20
Kimberly Castañeda Fernandez,8480733935,18
Karla Rojas Martínez,3336377437,19
César Galaz Reza,6465044787,23
Juan González Ramos,3755151506,22
Rafael Pino Arroyo,6452868248,24
Alberto Rosales Leo,5120292148,18
Kim Yanes Flores,2005666288,18
Kim Tellez Garza,1225696041,25
Kevin Ozuna Ayala,4495490434,23
Karina Valenzuela Verduzco,6754986227,25
Guadalupe Rojas Nuñez,3986485597,19
Isabel Garza Cruz,0392768090,24
Fernanda Cano Balderrama,6703109602,25
Ernesto Fernandez Calles,8340912216,21
Raquel González Caro,0223816480,21
Luis Ochoa Nuñez,8988426124,24
Rafael Calles Monteverde,6012311333,25
Juan Mata Pino,0978033847,18
Rafael Pino Nuñez,4247940636,24
Ana Fernandez Monteverde,5014930353,20
Alberto Cuevas Andre,0262190245,20
Rafael Rosas Valle,8866093879,24
Kim Valenzuela Córdova,6476896805,24
Ada Pérez Gutierrez,8200014845,22
José Ramirez López,9937071756,23
Ernesto Rodríguez Mata,6925618247,23
Czarina Cadena García,8064947666,23
Lourdes Yanes Heras,6988474012,21
Eva Verduzco Aldama,9839146398,21
Karina Wong Yanes,4495931097,23
Karen Verduzco Romero,9976039210,23
Domingo Cano Lobo,0816892755,20
Lourdes Calles Flores,1146970223,23
Mariana Lobo Wong,5584502932,25
Karen Andre Fernandez,5812125294,23
Fernanda Pérez Espinoza,3125217396,22
Mariana Vazquez Pérez,5412089630,25
Guadalupe Galaz Aldama,8635284771,18
Ana Córdova Espinoza,5320277648,19
Ana Nuñez Escalante,2197314850,25
Brian Cruz Rosales,4873711297,18
Sebastián Cuevas Encinas,1361957436,19
Fernanda Arvizu Almada,3979664803,19
Juan Andre Heras,8157328858,18
Isabel Andre Galaz,8825755887,23
Elvia Valle González,2331855592,24
Julián Ramos Castañeda,0779916858,23
Julio Yanes Coronado,1363733211,19
Karina Peña Mata,0386093200,24
Ema Arredondo Medina,0064021820,18
Armando Martínez Monteverde,3393696980,22
Armando Ayala Lobo,9126346271,20
Domingo Ayala Mendoza,5222500433,21
César Ayala Rojas,5368228126,20
Regina González Ortiz,3292075463,25
Mariana Peña Jimenez,5848190668,25
Julio Cano Reza,2051852344,21
Armando Lobo Vazquez,0138579261,20
Isabel Orozco Escalante,2089300859,21
Julio Heras Rodríguez,0081506843,22
Kenia Ayala Valenzuela,3533578756,19
Fernanda Rodríguez Aldama,7076521389,25
Susana García Mendoza,6294382225,21
Guadalupe Encinas Ayala,2418504997,18
Karina Domínguez Durazo,8724433270,21
Kevin Flores Ayala,7275274953,25
Karina Rojas Arroyo,6307477912,20
América Ortiz Ozuna,3366303965,24
Julián Escalante Valenzuela,4219128243,18
Kevin Peña Fernandez,9627298108,21
César Rosas Cano,5729204335,22
Ernesto Encinas Rodríguez,6225653671,21
Elvia Chávez Escalante,3660664997,21
María Cadena Ochoa,9419480701,23
Rafael García Durazo,4907235396,20
Teresa Aldama Ortiz,1949264661,21
Kevin Verduzco Arredondo,6310757206,23
Brian García Medina,6073091665,22
Eva Rodríguez Mata,6435974714,23
Karen Córdova Ortiz,1907569094,19
Karina Reyes Mancera,9227581312,23
Isabel Vazquez Tellez,1065741490,19
Ana Yanes Romero,2965706220,20
Kimberly Alemán Medina,4276165791,23
Brian Fernandez Monteverde,7170149179,25
Czarina Coronado Flores,5920169268,18
César Elías López,1804388785,25
Lourdes Balderrama López,0104934105,18
Kenia Aldama Chávez,2645376134,18
Teresa Ramirez Espinoza,4820263615,22
Rosa Cano Orozco,5821382877,23
Juan Medina Tellez,5457338345,23
Domingo Ramirez Ramirez,0896269192,22
Alan Ayala Cadena,3683827030,21
Eva Verduzco Yanes,9671200342,21
Armando Orozco Pulido,7238385383,24
Isabel Ochoa Cabada,6747569541,21
Mariana Pino Aldama,5546782253,19
Rosa Escalante Mendoza,0385977910,21
Brian Peña Garza,7191001343,20
Julio Arroyo Almada,8915212397,24
Susana Balderrama Calles,5927475942,18
Lourdes Pulido Gutierrez,5631883564,18
Sebastián Nuñez Reza,4245895276,24
Adán Yanes Encinas,8002642156,25
Kim Castañeda Almada,7426691450,25
Kenia Córdova Cabada,3700805715,23
Alberto Ochoa Cruz,8013530990,18
Juan Aldama Cuevas,7438950839,24
Karen González Nuñez,4918325015,25
Julián Fernandez Reza,3481112108,20
Alberto Escalante García,8383828863,19
Kim Cano Islas,3455275890,19
Alan Jimenez Ayala,1871882805,25
César Arredondo Medina,6100709130,24
Mariana Coronado Chávez,8548648082,22
Elvia Arredondo Ramos,6631776728,24
Karla Castañeda Castañeda,6940012460,18
Alberto Mendoza González,0330309360,20
América Andre Ramirez,1299368088,21
Rosa Martínez Ayala,7637923637,21
Luis Alemán Rojas,7031845876,19
Ema Reyes Arvizu,3200284379,22
Domingo Rosas Escalante,9833069756,18
Eva Camacho Escalante,0962749536,20
María Ramirez Córdova,0918946039,24
Ada Ozuna Fernandez,5932072788,20
Karina Durazo Chávez,3980280370,18
Regina Caro Ayala,6614986530,19
Karen Galaz Durazo,0854163389,19
Rosa Cruz Cabada,0832224884,19
Karen Rosales Cruz,9018769743,20
Juan Ramirez Mata,3909017019,25
Brian González Ochoa,4049815149,20
Armando Verduzco Córdova,8638653388,20
César Ortiz Gutierrez,4809617708,25
Guadalupe Ortiz Nuñez,4289480641,21
Ada Arroyo Galaz,0914188871,20
Mariana Jimenez Wong,8208227930,23
Adán Ortiz Cano,2955835339,22
Karla Mancera Gutierrez,5219817426,23
Guadalupe Rodríguez Mendez,6595644087,25
Sebastián Moreno Chávez,5006246986,20
Karina Martínez Reyes,1485957131,20
Adán Yanes Leo,2563813493,23
Isabel Pino Verduzco,5138945901,20
César Cabada Valenzuela,4180144880,18
Sebastián Alemán Córdova,0050199212,20
Alberto Ramos Ochoa,0156829914,18
Adán Elías Caro,6500945983,22
Rafael Andre Córdova,2625865661,22
Mariana Cabada Calles,8964000395,20
Armando Ramos García,1939970424,21
Czarina Cano Valle,6353210888,23
César García Espinoza,8598080102,23
Socorro Nuñez Rodríguez,6584526566,21
América Caro Castañeda,7358815083,21
Ana Andre Castañeda,7760633796,25
Teresa Piña Andre,1441957572,18
Julio Córdova Islas,0980861356,23
Alan Mata Aldama,1055222819,19
Elvia Romero Martínez,6740114914,25
María Almada Mata,5856721640,24
Czarina Arredondo Rojas,3152916545,22
Ada Cruz González,3540876801,23
Kimberly Mendez Pulido,5090886073,19
Teresa Rosales Mendez,1389179040,19
Socorro Valle Castañeda,6409487524,21
Kenia Espinoza Valenzuela,5310635444,25
Lourdes Ochoa Ramos,3581643947,23
Regina Galaz Almada,0009149767,24
Eva Cadena Leo,5712808000,20
Rosa Pérez Orozco,1556425430,25
Alberto Camacho Wong,0953219369,24
Guadalupe Balderrama Martínez,6879512335,22
Isabel Almada Reyes,5932649416,22
Brian García Leo,1075048023,21
Luis Valenzuela Reyes,9279166683,18
Susana Lobo Andre,2946361154,21
Sebastián López Ozuna,6609220156,23
Susana Caro Valle,8123995208,21
Ema Cadena Cruz,3966334721,18
Kevin Cadena Yanes,0234844345,23
Teresa Castañeda Elías,2798082863,19
Isabel Fernandez Garza,7612239346,20
Guadalupe Rosales Reyes,7195022274,24
Czarina Pérez Leo,6806364997,25
Mariana Medina Pulido,8502453080,20
Socorro Galaz Peña,4531799395,24
Juan Fernandez González,5694397316,18
Regina Medina Tellez,4638376159,18
Elvia Mendoza Calles,0171894477,24
María Elías Coronado,0755859335,23
José López Calles,8399531931,19
Mariana Orozco Garza,8303400949,18
Socorro Cadena Galaz,8421470288,25
Julio Martínez Romero,5467159646,19
Juan Arvizu Domínguez,3542251226,23
Alberto Arvizu Rodríguez,3029210650,21
César Fernandez Ortiz,7203644677,24
Czarina Ozuna Encinas,9510092377,20
Alan Yanes Reza,8219217283,24
Julián Mendez Domínguez,3822127485,18
Kimberly Peña Romero,7768129009,20
Raquel Encinas Fernandez,5580836326,24
Ernesto Verduzco Rosas,6180006347,21
Armando Arroyo Nuñez,1797057990,21
Karina Wong Fernandez,2987679212,18
Adán Gutierrez Jimenez,5712368802,25
Kim Cuevas Alemán,1155083372,24
Mariana Alemán Mendoza,1006559857,18
Armando Mendoza Escalante,7585724926,21
Ema Cabada Verduzco,9894962690,23
Karen Leo Balderrama,8978192244,18
Domingo Durazo Orozco,9981508267,19
José González Coronado,2057573652,22
Mario Nuñez Castañeda,1450457648,19
Julián Flores Ochoa,1835815267,19
Socorro Calles Arredondo,3500156988,24
Adán Cano Martínez,4315362846,22
Raquel Córdova Almada,0839772685,20
Ana Almada Pino,8906023041,22
Fernanda Flores Nuñez,2063555462,22
Luis Monteverde Pulido,3835824800,18
Fernanda Balderrama Gutierrez,7051275676,20
Teresa Cano Pulido,9966687505,22
Juan Espinoza Valenzuela,7987418188,20
Karen Jimenez Reza,6869158516,22
Fernanda Durazo Balderrama,4734881440,25
Rosa Reza Cadena,5614179146,24
Juan Cabada Pulido,2826850922,25
Julián Cabada Leo,1448946889,25
Susana Rodríguez Islas,4222233311,24
Regina Rojas Cuevas,2711760647,19
América Nuñez Rosales,8216085448,20
Susana Flores Cruz,0127981987,18
Juan García Peña,5729717832,23
Karen González Cano,0374168115,25
Fernanda Ozuna Mata,4957186086,19
Rosa Cuevas García,7625131796,20
Domingo Cadena Gutierrez,4767096501,18
Kimberly Tellez Cadena,3221583157,22
Alan Martínez Cruz,8895543979,22
Julián Arredondo Caro,1608677426,21
Socorro Ortiz Verduzco,5283312088,22
Alberto Ramos Lobo,4755166850,23
Karina Vazquez Córdova,3992431487,24
Teresa Durazo Mendoza,2446383061,23
Teresa Chávez Romero,0039497232,24
Ada Espinoza Leo,4840649532,18
Adán Cano Cano,2198337091,22
Ernesto Ozuna Ramirez,2056258113,18
Rafael Rosales Ramirez,3049483453,24
Ema Heras Fernandez,0697694392,18
Elvia Encinas González,8280463622,19
Julio Rosales Cabada,5141786540,22
Mariana Ayala Ramirez,2952255144,23
Alan González Cruz,6309516617,25
Eva Cadena Cano,5095912714,21
Juan Flores Pulido,7049249731,18
Ada Cruz Reza,7257198916,21
Armando Moreno Ramirez,7648153324,20
Kenia Ramos Camacho,4368759933,19
Teresa Pulido Rosas,2231817847,18
Kenia Valle Rodríguez,1396416557,18
Isabel Castañeda Espinoza,0011061808,18
Lourdes Fernandez Tellez,5912262298,23
Guadalupe Chávez Peña,2998034817,24
Mariana Fernandez Nuñez,3895477587,20
Socorro Nuñez Moreno,2260175402,21
Elvia Cabada Camacho,1473336127,18
Regina Arroyo Heras,1811047833,18
Ana Almada Valle,5254279182,24
Susana Orozco Rojas,8122835337,23
Guadalupe Flores Mancera,1547604539,19
Juan Lobo Reza,4721728268,19
José Arroyo Mancera,7601289526,21
Lourdes Nuñez López,2626026975,18
Eva García Lobo,6971921836,21
Elvia Verduzco Aldama,2456315631,22
Alan Orozco Calles,2895052951,22
Kenia Cano Jimenez,2795958980,18
Ernesto Andre Piña,2359177598,19
Kim Moreno Rodríguez,4337903209,22
Domingo Flores Ozuna,7328448909,25
Rosa Andre Valle,5203039723,24
Ernesto Córdova Pérez,4245742814,21
Teresa Gutierrez Encinas,5946466898,19
Luis Piña Calles,6814703517,24
Kevin Yanes Moreno,6708427261,18
Alan Valenzuela Leo,0023943660,20
Karen Orozco Piña,5335034446,20
Brian Valle Jimenez,8559490100,18
Alberto Cabada Ochoa,9731994582,20
Carlos Orozco Rodríguez,3438144100,23
Julio Fernandez Espinoza,7789934561,21
Guadalupe Coronado Mancera,8912762785,24
César Romero Calles,7462195635,18
Ana Pino Domínguez,5415090080,18
Alberto Yanes Peña,6694219694,24
Karina Mancera Elías,1420422975,22
Rafael Reza Coronado,8073159695,25
Karen Pino Mendoza,2510054165,23
Kenia Balderrama Medina,8643212935,19
Alberto Moreno Lobo,4487842693,24
Kevin Cruz Wong,1806633584,23
Alan Nuñez Tellez,2946876704,19
Alberto García Galaz,2462745985,21
Rafael Reza Escalante,7136992204,23
Ernesto Peña Córdova,2319689451,19
Ernesto Islas Camacho,7126640663,25
Juan Yanes López,2470778953,23
Fernanda Mendoza López,3452547104,25
Alberto Calles Escalante,8832057125,19
Julio Rodríguez Heras,6992156990,19
Susana Peña Valle,2960530136,21
Susana Tellez Encinas,6285660242,23
Karen Espinoza Alemán,8810728375,18
Julián Fernandez Peña,4188070569,19
Alberto Cadena González,7645426158,25
Kevin Jimenez Valenzuela,5377836623,25
Mario Cruz Cruz,9899356227,24
Mario Verduzco Durazo,8699505791,23
Rafael Caro Vazquez,1376581666,24
Elvia Monteverde López,7798536075,23
Juan Ayala Cadena,4148825647,25
Domingo Martínez Durazo,0252691356,24
Karina Flores Medina,4537098570,20
Sebastián Cabada Ramos,5859809885,24
Lourdes Tellez Almada,0614682678,22
Carlos Cuevas Coronado,7277981279,23
José Lobo Romero,6550929182,25
Luis Fernandez Yanes,2197812121,24
Carlos Elías Islas,8970232208,20
Domingo Flores Leo,4788082874,25
Julián Mendoza Cano,6949247751,24
Brian Pérez Wong,6217846350,21
Ernesto Leo Cadena,8991683856,20
Kevin Rojas Mendez,5333968275,21
Alan Vazquez Elías,1530906972,21
Karen Reza Ochoa,5600131374,23
Carlos Coronado Garza,5215645945,23
Alan Mendoza Rosas,9987044453,21
Brian Monteverde Pérez,0647605307,25
Julián Rosales Martínez,3108840684,18
Julián Rosas Wong,7308947783,25
Ernesto Ochoa Romero,8301450287,24
Czarina Pérez Flores,4765679882,24
Ema Alemán Vazquez,2905572992,18
Kevin Monteverde Cuevas,4284132742,23
Domingo Domínguez Pino,4988291798,24
Julián Tellez Rosales,1493070833,19
Sebastián Garza Martínez,6261224456,18
Julio Chávez Martínez,0559229485,20
Raquel Caro Andre,4231083925,20
Ernesto Alemán Medina,3620709833,25
Brian Islas Martínez,7739840700,23
Karina Valenzuela Rojas,7109068870,25
Socorro Ozuna Cano,5229073666,24
Ernesto Aldama Domínguez,6862812115,22
Alan Arroyo Monteverde,2146377487,22
Raquel Reyes Leo,0727324580,22
Domingo Arvizu Balderrama,1431440621,21
Kimberly Cadena Arvizu,3492914128,23
Alan Tellez Calles,3263560527,23
Kim Escalante Mendoza,5343890701,25
Rosa Coronado Nuñez,0356256348,21
Kevin López Tellez,9714979081,23
Domingo Espinoza Pino,2973409822,20
Susana Heras Leo,9050071967,20
Ernesto Jimenez Garza,6333384390,22
Carlos Durazo Heras,9566176505,18
Susana Castañeda Moreno,5997479986,25
César Medina Durazo,5191977554,22
Regina Ramirez Pino,9293800859,24
Kevin Castañeda Camacho,8131031224,22
Adán Domínguez Ramirez,4789676137,23
Julio González Cuevas,3737917270,24
Kevin Pérez Flores,3206548200,22
Eva Valenzuela Córdova,2616931712,18
Adán Gutierrez Martínez,2266117538,19
Luis Elías Romero,0232991964,23
Brian González Lobo,8853049209,21
Alberto Cano Medina,1258831210,20
Ema Piña Verduzco,8992055564,24
Kim Gutierrez Ochoa,5573597877,21
Alberto Alemán Domínguez,5658543081,18
Karina Peña Cruz,5283210265,21
Julio Vazquez Islas,5953650516,23
Domingo Martínez Ayala,1081898071,21
Ada Pino López,0356499397,20
América Caro Espinoza,7968235620,21
Raquel Elías Mata,7612039600,19
José Monteverde Córdova,4490316581,23
Julio López Nuñez,0347073515,18
Eva Escalante Nuñez,2366079134,22
Guadalupe Vazquez Rojas,5529892476,25
Julián Verduzco Reyes,3231599107,21
Julián Reyes Pulido,9561022906,24
César Rosales Mendoza,2125464288,18
Rafael Mancera Moreno,1815644033,25
Fernanda García Aldama,8840233636,24
América Tellez Monteverde,8153035100,22
Lourdes Ochoa Tellez,5016853022,24
Juan Mendoza Valle,7704479571,18
Luis Valenzuela Galaz,3872969091,21
Czarina Ochoa Wong,7129800043,20
Ernesto Rosas Valle,8717286435,22
Karla Mendoza Wong,7695384957,24
Kenia Balderrama Balderrama,3031221360,24
Kevin Domínguez Vazquez,5271141288,20
Sebastián Reyes Aldama,5907074409,25
Regina Reza Aldama,5723999742,22
José López Vazquez,1420265828,19
Rafael Almada Islas,5001790114,18
Mario Peña Ortiz,5394542610,18
Alberto Cabada Ayala,1200582688,22
Rafael Peña Ochoa,5293390718,22
Lourdes Medina Camacho,6075669862,19
María Ortiz Rosales,7610858302,23
Karen Mata Alemán,8194557207,21
Juan Monteverde Valle,9655302465,20
Alan López Piña,8501007667,23
Fernanda Ramos Espinoza,2666364158,20
Socorro Castañeda Galaz,5630101875,25
Armando Garza Aldama,9635870682,19
César Ochoa Durazo,5315011280,22
Brian Valle Orozco,2180176033,24
Juan Encinas Coronado,0770693598,18
Elvia Cano Domínguez,1953485251,25
Rosa Cuevas Martínez,6531660434,21
Karla Valenzuela Mendez,6194361259,21
Julio Wong Cano,9041053952,25
Julio Calles Durazo,4616009981,21
Raquel Piña Elías,2100843948,25
Rosa Mata Martínez,8069041054,18
América Valle Flores,5343498238,22
Adán Rojas Cuevas,4642545049,23
Julio García Mendez,2602370744,21
Luis Valle Islas,8975374803,21
Brian Arroyo Lobo,9942567801,18
José Valenzuela Ochoa,1048194627,20
Julián Valle Valle,7767932720,22
Karina Jimenez Alemán,8775728903,25
Brian Islas Cruz,9605513976,18
María Piña Reyes,7946314299,25
Elvia Arroyo Calles,7864116637,23
Raquel Pulido Durazo,7619995107,19
Kenia Peña Galaz,0047477246,23
Brian Galaz Castañeda,1850540894,24
María Valenzuela Piña,7043261902,25
Juan Valenzuela Chávez,6097531676,21
Czarina Encinas Rojas,8123481488,24
Ana Galaz Mendez,6755450250,23
César Heras Rosas,4456211919,25
Kimberly Alemán Escalante,3772422222,25
Juan Arredondo Mancera,6419007311,21
Karen Cadena Arredondo,2314494172,19
Mario Caro Garza,0865994059,21
Elvia Jimenez Cano,3282935001,25
José Pino Escalante,9819826850,20
Kevin Alemán Domínguez,9406956048,22
Mariana Camacho Durazo,1405760204,23
César Cabada Mendez,1618008789,24
Ernesto Córdova Camacho,9179402292,21
Fernanda Mata Yanes,9777737767,25
María Lobo Ramirez,0093396265,18
Kevin Jimenez Nuñez,5055580703,19
Czarina Chávez Ochoa,2837427941,18
Armando Coronado Mendoza,8130580388,18
Ada Encinas Nuñez,6087873778,25
Raquel Almada Fernandez,6620031154,21
Adán Pérez Martínez,0085579433,25
Elvia Durazo Castañeda,7227860613,25
Rafael Espinoza Yanes,7004860237,21
Carlos Valenzuela Monteverde,6082126759,21
Domingo Rosas Fernandez,0966921186,23
Lourdes Martínez Ramirez,0467033261,21
Juan Cuevas Medina,8461201129,18
Luis Gutierrez Caro,8253685502,22
Alberto Orozco Verduzco,0806355873,21
Kevin Pino Moreno,3120430229,23
Karina Rosales Pérez,6399929274,20
Mariana Ramirez Nuñez,0089074332,19
María Yanes Monteverde,1011739593,19
Ernesto González Andre,5259416437,21
Eva Córdova Piña,1801575428,25
Guadalupe Valle Rojas,5826966545,20
Ada Camacho Ayala,2731421644,25
Sebastián Ramirez Valenzuela,4339193490,18
César Reza Chávez,2734755948,21
Rosa Rosas Fernandez,8734101040,23
Isabel Vazquez Encinas,5904719820,25
Armando Garza Romero,6612697801,21
Rafael Piña Caro,0154309055,23
Elvia Domínguez Ortiz,5260435990,21
Domingo Cadena Cano,4266217391,23
Sebastián Galaz Chávez,6787466503,24
Brian Arroyo Monteverde,2890657332,20
Luis Moreno Flores,3264523048,24
Rafael Pérez Rosas,7625734686,22
Carlos Reyes González,5616783665,19
César Córdova Cadena,7988582386,23
Alan Castañeda Durazo,5715013352,23
Fernanda Arroyo Mancera,8821308586,18
Julián Almada Yanes,5404441734,25
María Romero Mancera,3569943164,22
Raquel García Ramos,1946903647,18
Ema Andre Córdova,7352570318,22
Kimberly Alemán Ochoa,2894700044,20
Karla Cruz Durazo,1232131915,19
Brian Verduzco Orozco,7713775899,19
Kimberly Monteverde Reyes,0410909044,22
Mariana Rojas Monteverde,2326015569,22
Teresa Fernandez Pérez,7724045166,24
Carlos Ozuna Coronado,2022285689,25
Armando Moreno Gutierrez,6194721258,23
Karen Domínguez Cruz,7429394243,19
Regina Ayala Caro,3841934908,24
Adán Ramos Tellez,2730557215,18
Raquel Escalante Jimenez,7676536916,25
Ada Balderrama Balderrama,7100353567,24
Armando Cano Valle,9085166875,25
Ana Durazo Cuevas,9076201906,25
Ana Fernandez Reyes,2846743795,25
Raquel Domínguez González,7857438188,20
Socorro Cuevas Leo,4683824466,21
Luis Moreno Rodríguez,4272140373,18
Alberto Romero Cadena,5885997385,24
Elvia Lobo Aldama,7035596460,19
Ada Durazo Encinas,1745708827,23
Carlos Cano Orozco,6898614252,23
Fernanda Wong Leo,6293970272,20
Mariana Valle Alemán,4437226366,25
Sebastián Yanes Espinoza,1376745510,23
Adán Vazquez Cabada,1193803116,20
Karina Galaz Durazo,7568722036,19
María Piña Escalante,2159851841,19
Czarina Leo Heras,8084844737,18
Czarina Balderrama González,5570018439,23
Rafael Calles Coronado,2104102477,20
Elvia Ayala Caro,3605123048,24
Adán Coronado Aldama,2370855304,24
Carlos García Arredondo,1425250146,23
Rosa Balderrama Romero,0603637780,22
José Almada Yanes,9260812649,23
Carlos Piña Mendez,5297294004,20
Fernanda Ramirez Heras,8636879093,19
Mario Rojas Reza,4455830533,22
Carlos Domínguez Monteverde,8157969128,18
Socorro Rosales Peña,6166170417,22
Ana Arvizu Durazo,4794121536,19
Karla Almada Mendez,3023198354,18
Raquel Cadena Valle,1596617947,25
Kenia Coronado García,9253752197,19
Kim Ozuna Nuñez,4491501896,24
Kenia González Gutierrez,5225085945,18
Ada Pulido Rosales,0885467200,22
Ada Rodríguez Ortiz,3608149870,23
Mariana Chávez Leo,0087124423,23
Teresa Garza Calles,2291618733,18
José Domínguez Pino,5875160169,18
Raquel Ortiz Ramirez,9006533663,21
Karen Fernandez Wong,5958509951,23
Julio Arvizu Arroyo,1287256783,21
Alan Peña Mata,9090679971,21
América Galaz Reza,8474992442,25
Armando Ochoa Piña,9476351201,23
César Chávez Arroyo,1703171189,25
Isabel Caro Almada,4184701708,19
Karina Arvizu Yanes,9613507001,18
América Leo González,9485450829,18
Kevin Arredondo García,5163439862,25
Ernesto Lobo Ozuna,8715892809,25
Sebastián Durazo Cabada,6241765862,25
César Peña Arroyo,6836969926,20
Rafael Arroyo Cano,4767977784,20
Armando Córdova Escalante,9144946982,23
Alan Elías Arvizu,0437987751,18
Elvia Ramirez Andre,8111603081,25
Carlos Arredondo Nuñez,2989531889,18
Guadalupe Flores Durazo,3443981635,22
Guadalupe Domínguez Córdova,2887770649,23
Karina Domínguez Verduzco,4647163643,23
Domingo Vazquez Verduzco,2025143634,20
Alan Pulido Reyes,9524392164,23
Isabel Romero Mancera,4811177828,19
Juan Arroyo Andre,2299405541,21
Kimberly Peña Wong,1021538855,25
Juan Calles Balderrama,6157286280,18
Karla Monteverde Castañeda,1112652293,22
Domingo Almada Ayala,4426929711,18
Rosa Martínez Islas,5573933443,20
Sebastián Balderrama Leo,9436178226,20
América Ramirez Jimenez,4444361573,25
Isabel Coronado Peña,4901912569,20
Brian Cuevas Cuevas,6769878152,23
Kim Cruz Ayala,1416467465,19
Kevin Wong Cuevas,4734169653,19
María Camacho Camacho,5943818554,25
Alberto Ozuna Peña,4458731721,19
Rosa Tellez Mancera,9265115344,18
Regina Coronado Monteverde,1691910122,24
Lourdes Ayala Caro,3106033013,22
Elvia Ochoa Peña,9622637407,24
Ernesto Coronado Gutierrez,1853354591,22
Armando Mata Coronado,1043426910,20
Rafael Lobo Gutierrez,5037847436,22
Lourdes Encinas Córdova,1566364132,23
Ernesto Alemán Calles,1334146598,18
Mario Mendoza Verduzco,5245783590,23
Domingo Córdova Andre,4340698003,18
Susana Leo Verduzco,7219537278,18
Lourdes Elías Encinas,0364305781,23
Mariana Reza Heras,5258563099,25
Regina Balderrama Escalante,9454665803,24
Armando Romero Ochoa,1134910486,25
Sebastián Valle Ortiz,8430695811,25
Alberto Pino Valenzuela,8853113749,23
